res_id,name,establishment,address,city,city_id,locality,latitude,longitude,zipcode,country_id,locality_verbose,cuisines,timings,average_cost_for_two,price_range,currency,highlights,aggregate_rating,rating_text,opentable_support,delivery,takeaway,STATE,AREA,votes
18821873,Butter Chicken Company,[],M-55 Second floor M Block market Greater Kailash part 1 ,New Delhi,1,Greater Kailash 1 (GK1),28.55639061,77.2383536,110048,1,"Greater Kailash 1 (GK1), New Delhi","North Indian, Biryani, Mughlai",12noon â€“ 2am (Mon-Sun),500,2,Rs.,"['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available']",4.5,Excellent,0,1,-1,Delhi,1484,56
19095140,Big Bhature,['Quick Bites'],"J 183, Sector 22, Noida",Noida,1,Sector 22,28.59758653,77.3470518,201301,1,"Sector 22, Noida","Street Food, North Indian","8am â€“ 10pm (Mon-Sat),7:30am â€“ 10pm (Sun)",200,1,Rs.,"['Lunch', 'Standing Tables', 'Delivery', 'Breakfast', 'No Seating Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Free Parking', 'Pure Veg', 'Digital Payments Accepted']",4.3,Very Good,0,-1,-1,Uttar Pradesh,240928,35
18233573,Big Wong XL,['Casual Dining'],"116, 117 & 130, 1st Floor, Cross Point Mall, DLF Phase 4, Gurgaon",Gurgaon,1,"Cross Point Mall, DLF Phase 4",28.46817728,77.08345637,,1,"Cross Point Mall, DLF Phase 4, Gurgaon","Chinese, Thai, Sushi, PokÃ©, Asian","11:30am â€“ 11pm (Mon-Thu),11:30am â€“ 11:45pm (Fri-Sun)",1500,3,Rs.,"['Delivery', 'Credit Card', 'Lunch', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Table booking recommended', 'Air Conditioned', 'Fullbar', 'Digital Payments Accepted', 'Indoor Seating']",4.2,Very Good,0,-1,-1,Haryana,44212,419
19058246,The Mask Cafe & Lounge,['CafÃ©'],"32, 33, Kingswood Avenue, Crossing Republik, Ghaziabad",Ghaziabad,1,Crossing Republik,28.62585024,77.43563075,,1,"Crossing Republik, Ghaziabad","Cafe, Chinese, North Indian, Italian",10:30 AM to 11:45 PM,600,2,Rs.,"['Dinner', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Rooftop', 'Air Conditioned', 'Wifi', 'Indoor Seating', 'Free Wifi']",3.8,Good,0,1,-1,Uttar Pradesh,240928,65
18463965,Vapour Bar Exchange,['Microbrewery'],"Global Foyer Mall, Golf Course Road, Gurgaon",Gurgaon,1,"Global Foyer Mall, Golf Course Road",28.46057667,77.09494192,,1,"Global Foyer Mall, Golf Course Road, Gurgaon","Continental, Italian, American, North Indian",12 Noon to 12 Midnight,1600,3,Rs.,"['Dinner', 'Cash', 'Debit Card', 'Mall Parking', 'Credit Card', 'Lunch', 'Table Reservation Not Required', 'Live Sports Screening', 'Craft Beer', 'Indoor Seating', 'Above 18 Only', 'Air Conditioned', 'Nightlife', 'Fullbar']",4.8,Excellent,0,-1,-1,Haryana,44212,1017
18611476,Indian Wok,['Casual Dining'],"SF-24, DLF Galleria, DLF Phase 4, Gurgaon",Gurgaon,1,"DLF Galleria, DLF Phase 4",28.46716633,77.08221719,,1,"DLF Galleria, DLF Phase 4, Gurgaon","Chinese, Thai, Momos",11am â€“ 3am (Mon-Sun),500,2,Rs.,"['Dinner', 'Cash', 'Delivery', 'Credit Card', 'Lunch', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Brunch', 'Sneakpeek', 'Table booking recommended', 'Air Conditioned', 'Smoking Area']",4,Very Good,0,-1,-1,Haryana,44212,729
18760337,Sankalp,['Casual Dining'],"Shop 4, Vaishali Enclave, Pitampura, New Delhi",New Delhi,1,Pitampura,28.70003736,77.13722762,,1,"Pitampura, New Delhi","South Indian, North Indian",11 AM to 11 PM,700,2,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Table reservation required', 'Air Conditioned', 'Pure Veg']",4,Very Good,0,-1,-1,Delhi,1484,1097
19068655,Nirula's,['Quick Bites'],"47, North Avenue, Club Road, Punjabi Bagh, New Delhi",New Delhi,1,Punjabi Bagh,28.6663489,77.125585,,1,"Punjabi Bagh, New Delhi","Fast Food, Ice Cream, Desserts",11am â€“ 12midnight (Mon-Sun),600,2,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",4,Very Good,0,1,-1,Delhi,1484,22
19062617,Xero Degrees,['CafÃ©'],"G-18B, Hudson Lane, Vijay Nagar, New Delhi",New Delhi,1,Vijay Nagar,28.694923,77.203577,,1,"Vijay Nagar, New Delhi","Cafe, Fast Food",12:30 PM to 11 PM,750,2,Rs.,"['Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating']",4.9,Excellent,0,-1,-1,Delhi,1484,182
18679660,Q'BA,['Bar'],"E-42 & 43, Inner Circle, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.63218562,77.22052027,,1,"Connaught Place, New Delhi","North Indian, Italian, Chinese, Continental, Thai",12 Noon to 1 AM,2000,4,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Credit Card', 'Serves Cocktails', 'Free Wifi', 'Table reservation required', 'Air Conditioned', 'Smoking Area', 'DJ', 'Fullbar', 'Beer', 'Table booking for Groups', 'Digital Payments Accepted', 'Sneakpeek', 'Private Dining Area Available', 'Wheelchair Accessible', 'Nightlife', 'Wine', 'Indoor Seating']",4.3,Very Good,0,-1,-1,Delhi,1484,396
18896450,Comorin,['Bar'],"101, 1st Floor, Plaza Level, Two Horizon Center, Golf Course Road, Gurgaon",Gurgaon,1,"Two Horizon Center, Golf Course Road",28.45137309,77.09695727,,1,"Two Horizon Center, Golf Course Road, Gurgaon","North Indian, South Indian, Seafood, Cafe",12 Noon to 1 AM,2500,4,Rs.,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Nightlife', 'Fullbar', 'Restricted Entry', 'Air Conditioned', 'Valet Parking Available', 'Indoor Seating', 'Variable Menu']",4.5,Excellent,0,-1,-1,Haryana,44212,415
18598686,Barcode,['Bar'],"228, 3rd Floor, Service Centre, Sector 9, Dwarka",New Delhi,1,"Sector 9, Dwarka",28.57614,77.06903,110075,1,"Sector 9, Dwarka, New Delhi","North Indian, Chinese, Italian, Continental",12 Noon to 12 Midnight,1100,3,Rs.,"['Lunch', 'Delivery', 'Dinner', 'Debit Card', 'Cash', 'Credit Card', 'Takeaway Available', 'Free Wifi', 'Wheelchair Accessible', 'Nightlife', 'Entry Fee', 'Air Conditioned', 'Wifi', 'Fullbar', 'Sneakpeek', 'Rooftop', 'Digital Payments Accepted', 'Free Parking', 'Live Music', 'Table booking recommended', 'Smoking Area', 'Live Sports Screening', 'Indoor Seating']",4.2,Very Good,0,-1,-1,Delhi,1484,848
7227,Out Of The Box,['Casual Dining'],"5, Khan Market, New Delhi",New Delhi,1,Khan Market,28.5997905,77.2262576,110003,1,"Khan Market, New Delhi","North Indian, Lebanese, Mexican, Italian, American",12 Noon to 1 AM,1550,3,Rs.,"['Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Serves Alcohol', 'Credit Card', 'Cash', 'Debit Card', 'Nightlife', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Table booking recommended', 'Live Music', 'Axis Bank - Dining Delights', 'Live Sports Screening', 'Indoor Seating', 'Wifi']",4.7,Excellent,0,-1,-1,Delhi,1484,2631
19014651,Tossin Pizza,['Casual Dining'],"M 45, 1st Floor, M Block Market, Greater Kailash 2 (GK 2), New Delhi",New Delhi,1,Greater Kailash 2 (GK2),28.53379441,77.24248286,110048,1,"Greater Kailash 2 (GK2), New Delhi","Pizza, Italian, Fast Food",11am â€“ 4am (Mon-Sun),900,2,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",4.8,Excellent,0,1,-1,Delhi,1484,252
18761261,Blue Tokai Coffee Roasters,['CafÃ©'],"B 6, Commercial Complex, Opposite Deer Park, Safdarjung, New Delhi",New Delhi,1,Safdarjung,28.55966262,77.19705496,,1,"Safdarjung, New Delhi","Cafe, Coffee",7:30am â€“ 11pm (Mon-Sun),900,2,Rs.,"['Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Free Parking', 'Air Conditioned', 'Pet Friendly', 'Wheelchair Accessible', 'Indoor Seating', 'Smoking Area', 'Wifi']",4,Very Good,0,1,-1,Delhi,1484,77
18521946,Karim's,['Casual Dining'],"Shop 30-31, DDA Complex, Road 44, Ranibagh, Pitampura, New Delhi",New Delhi,1,Pitampura,28.68925973,77.13483777,110034,1,"Pitampura, New Delhi","Mughlai, North Indian, Kebab, Rolls","12:30 PM to 12 Midnight (Mon, Wed-Sun), Tue Closed",800,2,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Table booking recommended', 'Indoor Seating', 'Air Conditioned']",4,Very Good,0,-1,-1,Delhi,1484,423
18836333,Faasos,[],"Shop 4-7, Upper Ground Floor, Shivam Plaza, CS-18, Delta 1, Greater Noida",Greater Noida,1,Delta 1,28.4824376,77.5257809,,1,"Delta 1, Greater Noida","North Indian, Fast Food, Biryani",9 AM to 11 PM,550,2,Rs.,"['Delivery', 'Breakfast', 'Dinner', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Digital Payments Accepted']",3.8,Good,0,1,-1,Uttar Pradesh,240928,56
18539134,Spicy Patola,['Casual Dining'],"Sco 33, 1st Floor, Huda Market, Sector 31, Gurgaon",Gurgaon,1,Sector 31,28.4536,77.050926,,1,"Sector 31, Gurgaon","North Indian, Chinese, Mughlai, Fast Food, Rolls, Desserts",12 Noon to 11:30 PM,400,1,Rs.,"['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Air Conditioned', 'Indoor Seating']",4.2,Very Good,0,-1,-1,Haryana,44212,830
18219554,The Coffee Shop,['CafÃ©'],"8, PVR Anupam Complex, Community Centre",New Delhi,1,"PVR Anupam Complex, Saket",28.5228695,77.20790751,,1,"PVR Anupam Complex, Saket, New Delhi","Cafe, Italian",9 AM to 12 Midnight,1500,3,Rs.,"['Delivery', 'Breakfast', 'Dinner', 'Lunch', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'Air Conditioned', 'Wifi', 'All Day Breakfast', 'Wine', 'Beer', 'Table booking not available', 'Indoor Seating']",4.2,Very Good,0,-1,-1,Delhi,1484,689
18133480,Burger King,['Quick Bites'],"3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida",Noida,1,"The Great India Place, Sector 38",28.56704939,77.32527729,,1,"The Great India Place, Sector 38, Noida","Burger, Fast Food, Beverages",11 AM to 11 PM,500,2,Rs.,"['Dinner', 'Debit Card', 'Cash', 'Credit Card', 'Takeaway Available', 'Lunch', 'Delivery', 'Mall Parking', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Air Conditioned', 'Indoor Seating', 'Axis Bank - Dining Delights']",3.8,Good,0,-1,-1,Uttar Pradesh,240928,364
18979828,Khanna Tandoori Junction,['Quick Bites'],"F1/9, Mandir Marg , Krishna Nagar, New Delhi",New Delhi,1,Krishna Nagar,28.65988868,77.28286017,,1,"Krishna Nagar, New Delhi","Chinese, North Indian",11 AM to 12:30 AM,150,1,Rs.,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating']",4.2,Very Good,0,1,-1,Delhi,1484,163
18668024,NicoCaara,['CafÃ©'],"215, 2nd Floor, Chanakya Mall, Chanakyapuri, New Delhi",New Delhi,1,"Chanakya Mall, Chanakyapuri",28.58425587,77.19057508,110021,1,"Chanakya Mall, Chanakyapuri, New Delhi","Continental, Healthy Food","10 AM to 10 PM (Mon-Thu), 10 AM to 11 PM (Fri-Sun)",1800,3,Rs.,"['Credit Card', 'Debit Card', 'Lunch', 'Mall Parking', 'Delivery', 'Takeaway Available', 'Breakfast', 'Dinner', 'Cash', 'Gluten Free Options', 'Fullbar', 'Table booking recommended', 'Vegan Options', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned']",4.1,Very Good,0,-1,-1,Delhi,1484,235
18578869,Grand Madras Cafe,['Quick Bites'],"1604-1605, Chandrawal Road, Kamla Nagar, Kamla Nagar, New Delhi",New Delhi,1,Kamla Nagar,28.67754883,77.20453531,,1,"Kamla Nagar, New Delhi",South Indian,8 AM to 11 PM,250,1,Rs.,"['Dinner', 'Cash', 'Delivery', 'No Alcohol Available', 'Lunch', 'Takeaway Available', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Wifi']",3.8,Good,0,1,-1,Delhi,1484,100
18821873,Butter Chicken Company,[],M-55 Second floor M Block market Greater Kailash part 1 ,New Delhi,1,Greater Kailash 1 (GK1),28.55639061,77.2383536,110048,1,"Greater Kailash 1 (GK1), New Delhi","North Indian, Biryani, Mughlai",12noon â€“ 2am (Mon-Sun),500,2,Rs.,"['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available']",4.5,Excellent,0,-1,-1,Delhi,1484,56
18233573,Big Wong XL,['Casual Dining'],"116, 117 & 130, 1st Floor, Cross Point Mall, DLF Phase 4, Gurgaon",Gurgaon,1,"Cross Point Mall, DLF Phase 4",28.46817728,77.08345637,,1,"Cross Point Mall, DLF Phase 4, Gurgaon","Chinese, Thai, Sushi, PokÃ©, Asian","11:30am â€“ 11pm (Mon-Thu),11:30am â€“ 11:45pm (Fri-Sun)",1500,3,Rs.,"['Delivery', 'Credit Card', 'Lunch', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Table booking recommended', 'Air Conditioned', 'Fullbar', 'Digital Payments Accepted', 'Indoor Seating']",4.2,Very Good,0,1,-1,Haryana,44212,419
19058246,The Mask Cafe & Lounge,['CafÃ©'],"32, 33, Kingswood Avenue, Crossing Republik, Ghaziabad",Ghaziabad,1,Crossing Republik,28.62585024,77.43563075,,1,"Crossing Republik, Ghaziabad","Cafe, Chinese, North Indian, Italian",10:30 AM to 11:45 PM,600,2,Rs.,"['Dinner', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Rooftop', 'Air Conditioned', 'Wifi', 'Indoor Seating', 'Free Wifi']",3.8,Good,0,-1,-1,Uttar Pradesh,240928,65
18887447,Gulab,['Quick Bites'],"GT 1-2, Sector 104 Market, Noida",Noida,1,Sector 110,28.54110524,77.3678986,,1,"Sector 110, Noida","North Indian, Chinese, Street Food, Mithai",9 AM to 10 PM,300,1,Rs.,"['Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Outdoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes', 'Indoor Seating']",4.4,Very Good,0,1,-1,Uttar Pradesh,240928,233
18760337,Sankalp,['Casual Dining'],"Shop 4, Vaishali Enclave, Pitampura, New Delhi",New Delhi,1,Pitampura,28.70003736,77.13722762,,1,"Pitampura, New Delhi","South Indian, North Indian",11 AM to 11 PM,700,2,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Table reservation required', 'Air Conditioned', 'Pure Veg']",4,Very Good,0,1,-1,Delhi,1484,1097
19068655,Nirula's,['Quick Bites'],"47, North Avenue, Club Road, Punjabi Bagh, New Delhi",New Delhi,1,Punjabi Bagh,28.6663489,77.125585,,1,"Punjabi Bagh, New Delhi","Fast Food, Ice Cream, Desserts",11am â€“ 12midnight (Mon-Sun),600,2,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",4,Very Good,0,-1,-1,Delhi,1484,22
19062617,Xero Degrees,['CafÃ©'],"G-18B, Hudson Lane, Vijay Nagar, New Delhi",New Delhi,1,Vijay Nagar,28.694923,77.203577,,1,"Vijay Nagar, New Delhi","Cafe, Fast Food",12:30 PM to 11 PM,750,2,Rs.,"['Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating']",4.9,Excellent,0,1,-1,Delhi,1484,182
18598686,Barcode,['Bar'],"228, 3rd Floor, Service Centre, Sector 9, Dwarka",New Delhi,1,"Sector 9, Dwarka",28.57614,77.06903,110075,1,"Sector 9, Dwarka, New Delhi","North Indian, Chinese, Italian, Continental",12 Noon to 12 Midnight,1100,3,Rs.,"['Lunch', 'Delivery', 'Dinner', 'Debit Card', 'Cash', 'Credit Card', 'Takeaway Available', 'Free Wifi', 'Wheelchair Accessible', 'Nightlife', 'Entry Fee', 'Air Conditioned', 'Wifi', 'Fullbar', 'Sneakpeek', 'Rooftop', 'Digital Payments Accepted', 'Free Parking', 'Live Music', 'Table booking recommended', 'Smoking Area', 'Live Sports Screening', 'Indoor Seating']",4.2,Very Good,0,1,-1,Delhi,1484,848
18523131,Too Indian,['Casual Dining'],"A 39, Vishal Enclave, Rajouri Garden, New Delhi",New Delhi,1,Rajouri Garden,28.65046625,77.12014563,110027,1,"Rajouri Garden, New Delhi","North Indian, Continental",12 Noon to 1 AM,1400,3,Rs.,"['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Nightlife', 'Fullbar', 'Air Conditioned', 'Smoking Area', 'Valet Parking Available', 'Indoor Seating', 'Wifi']",4,Very Good,0,1,-1,Delhi,1484,2037
19014651,Tossin Pizza,['Casual Dining'],"M 45, 1st Floor, M Block Market, Greater Kailash 2 (GK 2), New Delhi",New Delhi,1,Greater Kailash 2 (GK2),28.53379441,77.24248286,110048,1,"Greater Kailash 2 (GK2), New Delhi","Pizza, Italian, Fast Food",11am â€“ 4am (Mon-Sun),900,2,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",4.8,Excellent,0,-1,-1,Delhi,1484,252
18761261,Blue Tokai Coffee Roasters,['CafÃ©'],"B 6, Commercial Complex, Opposite Deer Park, Safdarjung, New Delhi",New Delhi,1,Safdarjung,28.55966262,77.19705496,,1,"Safdarjung, New Delhi","Cafe, Coffee",7:30am â€“ 11pm (Mon-Sun),900,2,Rs.,"['Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Free Parking', 'Air Conditioned', 'Pet Friendly', 'Wheelchair Accessible', 'Indoor Seating', 'Smoking Area', 'Wifi']",4,Very Good,0,-1,-1,Delhi,1484,77
18836333,Faasos,[],"Shop 4-7, Upper Ground Floor, Shivam Plaza, CS-18, Delta 1, Greater Noida",Greater Noida,1,Delta 1,28.4824376,77.5257809,,1,"Delta 1, Greater Noida","North Indian, Fast Food, Biryani",9 AM to 11 PM,550,2,Rs.,"['Delivery', 'Breakfast', 'Dinner', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Digital Payments Accepted']",3.8,Good,0,-1,-1,Uttar Pradesh,240928,56
18539134,Spicy Patola,['Casual Dining'],"Sco 33, 1st Floor, Huda Market, Sector 31, Gurgaon",Gurgaon,1,Sector 31,28.4536,77.050926,,1,"Sector 31, Gurgaon","North Indian, Chinese, Mughlai, Fast Food, Rolls, Desserts",12 Noon to 11:30 PM,400,1,Rs.,"['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Air Conditioned', 'Indoor Seating']",4.2,Very Good,0,1,-1,Haryana,44212,830
18133480,Burger King,['Quick Bites'],"3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida",Noida,1,"The Great India Place, Sector 38",28.56704939,77.32527729,,1,"The Great India Place, Sector 38, Noida","Burger, Fast Food, Beverages",11 AM to 11 PM,500,2,Rs.,"['Dinner', 'Debit Card', 'Cash', 'Credit Card', 'Takeaway Available', 'Lunch', 'Delivery', 'Mall Parking', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Air Conditioned', 'Indoor Seating', 'Axis Bank - Dining Delights']",3.8,Good,0,1,-1,Uttar Pradesh,240928,364
18979828,Khanna Tandoori Junction,['Quick Bites'],"F1/9, Mandir Marg , Krishna Nagar, New Delhi",New Delhi,1,Krishna Nagar,28.65988868,77.28286017,,1,"Krishna Nagar, New Delhi","Chinese, North Indian",11 AM to 12:30 AM,150,1,Rs.,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating']",4.2,Very Good,0,-1,-1,Delhi,1484,163
18578869,Grand Madras Cafe,['Quick Bites'],"1604-1605, Chandrawal Road, Kamla Nagar, Kamla Nagar, New Delhi",New Delhi,1,Kamla Nagar,28.67754883,77.20453531,,1,"Kamla Nagar, New Delhi",South Indian,8 AM to 11 PM,250,1,Rs.,"['Dinner', 'Cash', 'Delivery', 'No Alcohol Available', 'Lunch', 'Takeaway Available', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Wifi']",3.8,Good,0,-1,-1,Delhi,1484,100
312603,Lord Of The Drinks,['Lounge'],"G-72, 1st Floor, Outer Circle, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.63174449,77.21668907,,1,"Connaught Place, New Delhi","European, Chinese, North Indian, Italian, Asian",11 AM to 12:45 AM,2500,4,Rs.,"['Dinner', 'Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Nightlife', 'Indoor Seating', 'Table booking recommended', 'Digital Payments Accepted', 'Sneakpeek', 'Wifi', 'Fullbar', 'Above 18 Only', 'Restricted Entry', 'Air Conditioned', 'LGBTQIA Friendly', 'Smoking Area']",4.5,Excellent,0,-1,-1,Delhi,1484,9540
306153,Dhaba - Estd 1986 Delhi,['Casual Dining'],"1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,1,"Cyber Hub, DLF Cyber City",28.49536988,77.08874702,122002,1,"Cyber Hub, DLF Cyber City, Gurgaon",North Indian,"12noon â€“ 4pm, 6:30pm â€“ 11:30pm (Mon-Sun)",2200,4,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted', 'Kid Friendly', 'Outdoor Seating', 'Table booking recommended', 'Air Conditioned']",4.5,Excellent,0,-1,-1,Haryana,44212,3231
122,Lazeez Affaire,['Casual Dining'],"6/48, Malcha Marg Market, Chanakyapuri, New Delhi",New Delhi,1,Chanakyapuri,28.60223135,77.18610618,0,1,"Chanakyapuri, New Delhi","North Indian, Mughlai",12 Noon to 12 Midnight,2000,4,Rs.,"['Cash', 'Credit Card', 'Debit Card', 'Delivery', 'Takeaway Available', 'Dinner', 'Lunch', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Table booking recommended', 'Wifi', 'Fullbar', 'Air Conditioned', 'Wheelchair Accessible']",4.8,Excellent,0,1,-1,Delhi,1484,1707
310188,PizzaExpress,['Casual Dining'],"T-317, 3rd Floor, Ambience Mall, DLF Phase 3, Gurgaon",Gurgaon,1,"Ambience Mall, DLF Phase 3",28.50379474,77.09659383,,1,"Ambience Mall, DLF Phase 3, Gurgaon","Italian, Pizza, Salad",11:30am â€“ 12midnight (Mon-Sun),1900,3,Rs.,"['Dinner', 'Credit Card', 'Cash', 'Mall Parking', 'Delivery', 'Lunch', 'Takeaway Available', 'Table booking recommended', 'Beer', 'Air Conditioned', 'Wine', 'Indoor Seating', 'Wifi', 'Wheelchair Accessible']",4.7,Excellent,0,1,-1,Haryana,44212,2675
18345461,Wakhra Swaad,['Casual Dining'],"Shop 16, L Block Market, Sector 11, Noida",Noida,1,Sector 11,28.597658,77.335917,201301,1,"Sector 11, Noida","North Indian, Mughlai, Momos",11 AM to 11 PM,850,2,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted']",4.6,Excellent,0,1,-1,Uttar Pradesh,240928,1926
18558920,Burma Burma,['Casual Dining'],"S 25, Second Floor, A 3, Select Citywalk Mall, Saket, New Delhi",New Delhi,1,"Select Citywalk Mall, Saket",28.52850531,77.21873324,,1,"Select Citywalk Mall, Saket, New Delhi","Asian, Burmese","12Noon to 3:30PM, 6:45PM to 11PM (Mon-Thu),12Noon to 11PM (Fri-Sun)",1500,3,Rs.,"['Lunch', 'Cash', 'Dinner', 'Mall Parking', 'Credit Card', 'No Alcohol Available', 'Debit Card', 'Takeaway Available', 'Air Conditioned', 'Pure Veg', 'Kid Friendly', 'Sneakpeek', 'Table booking recommended', 'Serves Jain Food', 'Wifi', 'Indoor Seating']",4.6,Excellent,0,-1,-1,Delhi,1484,1564
1345,The Yellow Chilli,['Casual Dining'],"S-6, Pacific Mall, Kaushambi, Sahibabad,",Ghaziabad,1,"Pacific Mall, Sahibabad",28.64666773,77.31981229,0,1,"Pacific Mall, Sahibabad, Ghaziabad","North Indian, Mughlai",12 Noon to 11:30 PM (Mon-Sun),1200,3,Rs.,"['Dinner', 'Mall Parking', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible', 'Sodexo', 'Table booking recommended', 'Catering Available', 'Wifi']",4.9,Excellent,0,-1,-1,Uttar Pradesh,240928,3762
8913,Pirates of Grill,['Casual Dining'],"Ground Floor, MGF Mega City Mall, MG Road, Gurgaon",Gurgaon,1,"MGF Mega City Mall, MG Road",28.4798788,77.08941355,0,1,"MGF Mega City Mall, MG Road, Gurgaon","North Indian, Mughlai, Continental","12noon â€“ 3:30pm, 6:30pm â€“ 11pm (Mon-Sun)",2000,4,Rs.,"['Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Mall Parking', 'Credit Card', 'Fullbar', 'Air Conditioned', 'Brunch', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Wheelchair Accessible', 'Buffet']",4.6,Excellent,0,-1,-1,Haryana,44212,5958
